1.626618116536454051e-01,1.450598558806688310e-01,1.698435049864716329e-01,7.194639667810644179e-02,1.475902354991192877e-01,1.680984878423815720e-01,1.353124551695435718e-01,1.826480285481812960e-01,1.388785126541318138e-01,1.675898385061903029e-01,8.172139311559500907e-02,1.885295915247800769e-01,9.245677202980873144e-02,7.903749716231163458e-02,8.350968847319209520e-02,1.808175151560511007e-01,1.177575304167761405e-01,1.161824547739647578e-01,9.694326045251329405e-02,7.088422005302515150e-02,8.579997569879629915e-02,9.084585076606507825e-02,1.252946816255969820e-01,1.602907107607456638e-01,1.922605637770080367e-01,1.819569881793937915e-01,2.421927399388789925e-01,1.258881530002124993e-01,2.089844930741542040e-01,2.199198585101460879e-01,1.755019849606095361e-01,2.520022271614974496e-01,2.445959823945402234e-01,2.270435231285130029e-01,2.326916199927546447e-01,2.624162371494921930e-01,3.361568372277892736e-01,2.477086426688316634e-01,2.811278617667585800e-01,1.989320724644991212e-01,3.024660263094244295e-01,3.515570815121831227e-01,2.620826715065330270e-01,3.556674897441445271e-01,1.975553073719613917e-01,3.046518198280861456e-01,3.115712899673408476e-01,3.158350767351223998e-01,2.505239612684213024e-01,2.631187609870996313e-01
1.814594787165790812e-01,9.929217421697431045e-02,1.392244065586387969e-01,1.039959130727099029e-01,1.043169273682143794e-01,1.089119718134486381e-01,6.915392824036413477e-02,1.247193534496063988e-01,1.855081039914597552e-01,1.329049520157326580e-01,3.080310769366216561e-02,1.706730909263798890e-01,4.439124446501380161e-02,1.741162664235852697e-01,1.230287826682860269e-01,1.360744889549148351e-01,1.432318535710592755e-01,1.134162338812777782e-01,1.962160529584665303e-02,8.695054749368605340e-02,1.212036734908643609e-01,1.093979874203891978e-01,1.981964770210980220e-01,1.913034030455301460e-01,1.260731104517347489e-01,2.337763535915277635e-01,2.252526452947845315e-01,2.746621700840972125e-01,1.999155072840207992e-01,2.090128644980779327e-01,2.289986451012182844e-01,2.063659215037662309e-01,2.618198504224966694e-01,3.394517704149706550e-01,3.095914110152955256e-01,2.901257912829306451e-01,2.644764750673884723e-01,3.180599496337498389e-01,3.397188066901685177e-01,3.701033786214695254e-01,3.011557213070544803e-01,3.209239158674723202e-01,4.143131057383049320e-01,2.735130986336917758e-01,2.616564944551413863e-01,3.285354649726714982e-01,3.644315070277184820e-01,2.092276077747899365e-01,2.465471003265549688e-01,3.010613199992938083e-01
1.591572975608770424e-01,9.422539664603710174e-02,9.445549139912048919e-02,1.641813328063918553e-01,9.658507046665729123e-02,2.197218221815826489e-01,1.693484291941948772e-01,1.244147558529458270e-01,1.778527800517990531e-01,3.074377547498953478e-02,6.148740179474158907e-02,1.403634330122403295e-01,1.825867251854527418e-01,9.403954150962320901e-02,1.408326612462474092e-01,1.056096133061256437e-01,1.185165035290194485e-01,1.845331500764326171e-01,1.690507814307474488e-01,1.229320669635513008e-01,1.097662600395140908e-01,9.716370438364821394e-02,2.055502677823883018e-01,1.129077688775225741e-01,1.835486898505958586e-01,1.468280689822407392e-01,2.188366127227119318e-01,1.829877235830875692e-01,2.775020637792410261e-01,2.796875948553911306e-01,2.150683423421463347e-01,2.101876464645286158e-01,3.165681879780862795e-01,2.083884181183111028e-01,2.681079338540199863e-01,2.001179819369205415e-01,3.342888532214928210e-01,2.857304261249580257e-01,2.974130004623193324e-01,3.424903369510692297e-01,3.266309819573279261e-01,3.780971335592732685e-01,2.784496515742274081e-01,2.704832481377618114e-01,3.006246701640909458e-01,2.241089905478647892e-01,3.226946974035140858e-01,2.780927476829422873e-01,2.716487475502162297e-01,2.139606355247777036e-01
1.067303887404867924e-01,8.997187785843085983e-02,5.649586143714387110e-02,2.074163975032536078e-01,2.448076698059600265e-01,9.427802336300755703e-02,1.575276614486049442e-01,1.163909541132909509e-01,1.723752058782892504e-01,1.472779050198894657e-01,1.169540394864277133e-01,1.101558706186163417e-01,9.048268198697376197e-02,1.427477116422019021e-01,1.251429135069404841e-01,1.518590126900171977e-01,4.987558354980987929e-02,8.897165998313175117e-02,6.552447917311410297e-02,1.799088401200857334e-01,1.493446666337374107e-01,1.004315793684528724e-01,2.827738965256033632e-01,1.474092910469234630e-01,2.387141828191865489e-01,9.190346430747713125e-02,1.305485582531711597e-01,2.855787312207271333e-01,1.944881380973571272e-01,2.486551081910919059e-01,2.245026332474392150e-01,2.485694289066686380e-01,2.123259721733321004e-01,2.346765771612450424e-01,3.394896999168715013e-01,2.228552184649291168e-01,3.801061579881728214e-01,2.748892167036415257e-01,2.919315888648019164e-01,3.121570230575964611e-01,2.767635179184139704e-01,3.677768487215969384e-01,2.586739872620716918e-01,2.257724979895299189e-01,3.457233090358180494e-01,2.341350523983227183e-01,3.152766514287757560e-01,3.577731861176314254e-01,1.670053538677754301e-01,3.778736461960748305e-01
2.339089809397883468e-01,1.435517384278293396e-01,1.394696951982485889e-01,2.079495644652138153e-01,1.651570742520543644e-01,1.881758820410577293e-01,1.018544165042063743e-01,1.575893933238054767e-01,1.395804590516226407e-01,8.345423535718549113e-02,8.029385410251732580e-02,3.963859490921099737e-02,3.099847854638543287e-03,1.433666122373644103e-01,7.486566072727911247e-02,1.096786255152397971e-01,2.623792754338614974e-02,1.576568903083505613e-02,4.324670353050759364e-02,1.713629088885595675e-01,1.562777053033959640e-01,1.463324062664667635e-01,1.608853179597989347e-01,1.451052423899840405e-01,1.496043753571338897e-01,1.832760141115271080e-01,1.637057646495739816e-01,1.529932022939515801e-01,2.416414815271627492e-01,2.665619043713941538e-01,1.332772742856516146e-01,1.917945329515434172e-01,3.096036138360558354e-01,2.872067861444830839e-01,1.809859956730805741e-01,2.291807503146249814e-01,2.561296063926784550e-01,2.930086706406265784e-01,3.158227787318275137e-01,2.737477816263934050e-01,3.541221229966478035e-01,2.280737913856212828e-01,2.443261975339408865e-01,2.579187567638573930e-01,2.328614580569484116e-01,2.584962256549460657e-01,2.498793878221899079e-01,3.022293546756804616e-01,3.526773152024340052e-01,2.710059970448416289e-01
9.876566047231434553e-02,1.101344583363845359e-01,7.186453963979129445e-02,1.581049136551334888e-01,1.072732865746664210e-01,1.886426082978648611e-01,1.746977238929810217e-01,9.329099306281173065e-02,5.521388584713815550e-02,1.067747068843655778e-01,1.577201937113294483e-01,1.090140188779024771e-01,8.464878631680597398e-02,-1.040379259865423234e-02,9.993159444332543051e-02,4.142385924700031641e-02,7.462297254895305931e-02,1.531134575802616249e-01,1.699382779493269491e-01,6.740930752667162462e-02,1.459272742240106946e-01,1.201167260240935813e-01,1.585400181618225601e-01,1.480801852097280435e-01,1.768854409257618332e-01,1.554315685656416091e-01,1.916243461762069389e-01,1.911095217675110591e-01,2.043745176716776912e-01,2.258609603962511703e-01,2.776684291509300961e-01,2.482242618186222827e-01,1.574939143604300318e-01,2.572735090868495944e-01,3.192346852922843814e-01,2.666750194950598951e-01,3.068501874625116921e-01,2.124302646464010236e-01,2.586401181501807311e-01,1.863064244239545642e-01,2.448610949920948521e-01,2.889597534920006483e-01,2.331606716839600690e-01,3.206810049914404770e-01,2.460231483919075868e-01,2.900520462894821128e-01,2.754559807696376761e-01,3.047197862927498169e-01,2.886960502390565342e-01,2.954233860115187960e-01
9.831326367850069803e-02,1.429091268445558116e-01,1.164182153045091039e-01,1.086639150651811381e-01,1.644988411213484658e-01,9.527507070175665616e-02,1.843974000633488153e-01,1.411982820113796555e-01,1.950732240591386835e-01,1.881460993955099137e-01,1.411478404807059439e-01,1.660516394480613944e-01,1.137390517790846239e-01,1.217736356044752943e-01,1.569197270513647269e-01,1.981715418420287311e-01,1.216530807759498428e-01,1.970793058032101475e-01,1.689672990402126262e-01,9.352833899053564215e-02,6.116310556430419598e-02,2.432737304297254433e-01,1.910318756880877988e-01,1.275735101850246078e-01,1.140169607013782060e-01,2.564189674856656165e-01,1.949164465607304553e-01,2.528060355986720964e-01,1.610177112551714473e-01,1.630157290667655079e-01,2.424583852437902920e-01,2.246055106137803126e-01,2.674030064180656918e-01,2.829802265847480847e-01,2.897783893115938314e-01,2.654321687786136419e-01,2.334478720539558960e-01,2.415635666446400154e-01,2.745604172063455528e-01,2.893544001466494264e-01,2.185569013737170552e-01,3.210820720506669113e-01,3.094947389539655092e-01,2.430798020537013882e-01,2.707505780226914238e-01,3.126356999304729101e-01,2.867606683230600750e-01,2.515032132460363612e-01,2.922958961867543892e-01,2.728576284492449378e-01
1.237535770915178246e-01,1.511215605029465336e-01,7.474786095590868484e-02,1.191489765812722701e-01,1.509805069820444601e-01,1.562421908185135655e-01,2.004344166715228970e-01,8.237182389375011238e-02,1.413018432319633200e-01,2.294850823169052034e-02,4.500059641577848490e-02,1.135754210239003081e-01,1.221089859931334676e-01,1.203477287153219971e-01,1.767237129960238795e-01,1.633110136174573124e-01,1.619637031181359876e-01,1.205461720425665406e-01,1.371873551409529823e-01,1.432696156033469725e-01,1.846679083320643677e-01,2.213925330737412378e-01,2.761673675360693525e-01,1.814820825765068590e-01,1.644769165713176884e-01,1.494693091840850196e-01,1.356422080516889450e-01,2.120951112188622367e-01,2.510158391506179254e-01,2.605952417738043314e-01,2.433704896019915354e-01,2.215706373033433652e-01,2.474327967051399846e-01,2.762969825957605208e-01,1.326221150494763246e-01,2.820491514376206044e-01,2.829092210486956471e-01,2.834831135261928203e-01,2.811669570254947681e-01,2.794769331999028550e-01,2.236187465694436383e-01,3.619573418950895460e-01,2.922155442864270980e-01,2.434269985007880832e-01,2.110181417673075988e-01,3.842651889051062475e-01,2.355692960578012474e-01,2.407115440632093817e-01,2.307843484938212064e-01,3.512734058201489318e-01
1.483380087168454653e-01,6.076684639324843318e-02,1.007735929045879691e-01,1.824943212814116311e-01,9.826665384811261728e-02,1.453650728973142625e-01,1.689150001440237747e-01,1.101323505333249575e-01,1.281857062555464277e-01,1.241941201299648773e-01,1.643653437682946472e-01,5.817113345213092979e-02,2.205947289628823471e-01,7.422902760529163924e-02,1.448497354537567061e-01,8.613633183662404436e-02,5.834947097104370428e-02,3.265572782409535690e-02,8.974961717774664061e-02,8.276799283032429400e-02,1.387407743677900318e-01,1.942898368639597584e-01,1.234546964253267487e-01,1.081427822005426725e-01,1.757026151920026980e-01,1.663822362261868637e-01,1.821438652263470126e-01,2.856874268914851855e-01,2.703368407400105200e-01,1.265535754808047031e-01,2.413196152183057497e-01,2.107427911912576890e-01,3.114289586139264987e-01,2.916776376501186707e-01,3.218849238970871163e-01,2.921991557320477995e-01,2.119398885045583047e-01,3.483077003806316352e-01,3.174491828221457368e-01,2.788779548425878718e-01,2.650622733972913814e-01,2.385616828127716804e-01,2.739423405405655432e-01,2.213222519391991883e-01,1.932855273676540864e-01,3.409453173721031516e-01,2.863994516689993830e-01,3.484377918624182446e-01,4.080165948947919174e-01,2.488928995178795733e-01
1.406901538463952162e-01,1.426547304312763553e-01,2.084433262620087324e-01,1.330095350857986025e-01,1.567772629826310604e-01,1.563829754201638000e-01,1.330667597886122655e-01,1.499433782032438267e-01,2.124161689501340433e-01,1.800370224494860505e-01,8.831334026963423567e-02,1.341161047336904555e-01,2.458978791939026021e-01,2.219522321317516922e-01,1.673900748625092305e-01,1.680121659270488732e-01,1.423227833952843135e-01,2.012051552889237982e-01,1.475415250997655359e-01,1.894765684564871377e-01,1.659079067159108245e-01,1.526157034384899858e-01,9.735136738933798661e-02,1.489952944398203194e-01,2.435931007373889345e-01,2.217339032906520679e-01,2.203838305580437806e-01,2.929179300565417643e-01,2.463285100353120871e-01,1.452719717888683038e-01,2.982649266575654323e-01,2.322401334762979885e-01,2.096724427622786158e-01,2.196876307334907907e-01,3.107638783730894971e-01,2.745964058553066467e-01,3.462493903003687201e-01,2.643389262748273572e-01,2.687663338984213612e-01,3.080538227783517491e-01,3.572720582643311715e-01,2.966102901820995563e-01,2.966018282389506489e-01,2.337416990900667568e-01,3.478144545795111564e-01,3.675707245211345398e-01,3.331776697704250667e-01,2.741645773464317370e-01,3.212617401621084556e-01,2.975238828864529284e-01
