x1,x2,day,group,id,y,D
0.646963835862173,-0.468793296110838,1,1,1,-0.0391761641214765,0
-0.565112322903951,-0.133688458194942,2,1,1,-0.529589064009182,0
-0.108060556625529,-0.377221633352265,3,1,1,-0.832981036632178,0
0.15627958570801,-0.0760118939268727,4,1,1,0.205650978053233,0
-0.49267083451737,-0.356897525788762,5,1,1,-1.06541802453361,0
0.0935333305884975,-1.11123040364221,6,1,1,-2.87321787917539,0
-0.0859886685893913,-0.607826443338576,7,1,1,-1.81371836143833,0
0.462410842402284,0.979501452988419,8,1,1,3.73848966816144,0
-0.301616510542182,0.462786391085528,9,1,1,1.45855695871683,0
-0.583810949836905,-0.112848852088003,10,1,1,-0.564467225926253,0
0.498653445942501,-0.683352531698477,11,1,1,-1.16153091917953,0
-0.947353245806425,0.0168318302181397,12,1,1,-0.506131991750409,0
-0.303147965458231,0.0818860767603067,13,1,1,0.235678236701986,0
-0.0536347312742235,-0.470797995784985,14,1,1,-1.20730177354572,0
0.643772407698936,-1.18183942230244,15,1,1,-2.46579825129143,0
-0.328297031755198,-0.541581471857797,16,1,1,-1.56379733265135,0
-0.140134645395009,0.140900387069181,17,1,1,0.581675438597651,0
0.250307954177443,-0.479384234057201,18,1,1,-0.660682251706077,0
0.227987021038286,-1.07148633689197,19,1,1,-2.42390199002777,0
-0.264842490186613,-0.843330356679039,20,1,1,-2.47531138456093,0
0.22892202892402,1.12605813130902,21,1,1,4.02173734278794,0
0.353996258273781,0.23587100485736,22,1,1,1.44060837384369,0
0.315742608640419,0.0412881030779892,23,1,1,0.984706459142183,0
-0.667653250702777,0.00673019369146225,24,1,1,-0.219811607728902,0
-0.951165534476629,-1.3057686066558,25,1,1,-4.56003195397326,0
-0.862398319484854,0.332291857459575,26,1,1,0.283020048435143,0
-0.483212020083236,0.108744904687297,27,1,1,0.363536724798017,0
-0.829574071243284,0.0870624678164431,28,1,1,-0.197988662408746,0
0.20553733164167,0.558347867418177,29,1,1,2.20515174863746,0
-0.385169975082996,-0.153551408779004,30,1,1,-0.33407647274089,0
-1.56565110431981,-0.750080251169015,31,1,1,-3.29096445414682,0
-0.59805082475776,0.480293794978338,32,1,1,1.3139301573904,0
0.607224678001983,0.651374061755967,33,1,1,3.02237280978347,0
-0.661256939396672,0.506108161848913,34,1,1,1.54082774481362,0
0.394682315028264,0.18107188358199,35,1,1,1.44751784966535,0
-0.640348962828205,-0.079418911788293,36,1,1,-0.52558302738114,0
0.460095037617911,-0.0682359951296244,37,1,1,0.22107218160086,0
0.0837093393447822,-0.098321703988626,38,1,1,0.275385226174622,0
-0.946928290907711,0.380846168665617,39,1,1,0.710303820787913,0
-0.0668010118549881,0.102159009223799,40,1,1,0.840587174241195,0
-0.250583285195979,-0.264577534342742,41,1,1,-0.525135610366363,0
-0.582445952522171,0.140285687355218,42,1,1,0.240666475696711,0
0.119643071349713,-0.503709045542278,43,1,1,-0.777631391275563,0
0.552279828948557,-0.669557067740982,44,1,1,-1.25736710010885,0
-0.261420667405066,-0.543864724648595,45,1,1,-1.26142513279943,0
-0.296246806025162,0.0518069440075193,46,1,1,0.268157896918146,0
0.617469646678301,-0.249752999338286,47,1,1,0.500450325679448,0
0.290542325554635,0.367456249984549,48,1,1,1.94394424914452,0
0.542527022280013,-0.633399186881538,49,1,1,-1.10889078074201,0
-0.226981799603086,0.498494720833617,50,1,1,1.82264586145305,0
0.987531768896849,-0.105179455529188,1,1,2,1.35270666577368,0
0.529049314198445,-0.381893902933801,2,1,2,-0.204220049195165,0
-0.378660106780441,0.126824848685683,3,1,2,0.601501001688288,0
-0.7880025392764,-0.784820588219059,4,1,2,-2.76768813738876,0
0.0716677989057176,0.0422610569424048,5,1,2,0.795842780046233,0
0.418617751037241,-0.211520913237748,6,1,2,0.140343927716078,0
0.521279132292407,-0.706156754984426,7,1,2,-1.22623297438995,0
-0.08948939338051,-0.106600221399156,8,1,2,0.197150195448604,0
0.161213777789273,0.548383621523547,9,1,2,2.26327750103225,0
0.550876018279399,-0.674828692156089,10,1,2,-1.06074709522664,0
0.807212951067591,-0.0135176395231609,11,1,2,1.16720984112667,0
-0.763021530800956,-0.491411926657781,12,1,2,-1.86637278231141,0
-0.096720915700354,1.01597121680693,13,1,2,3.41397159625351,0
0.204294526792396,0.149633721972131,14,1,2,0.988070337422856,0
-1.3957097294604,-0.812793804176611,15,1,2,-3.24732905007094,0
-0.106696420087953,0.271963342435987,16,1,2,1.22577207909454,0
0.783497105564602,-1.29958591073551,17,1,2,-2.68317943241451,0
-0.416124685114315,0.379811264991117,18,1,2,1.36078618245207,0
0.730776158440281,0.759038490216252,19,1,2,3.4510319564071,0
-0.0445136135824561,-0.309699519636663,20,1,2,-0.44738126437592,0
-0.734064773654754,0.170665440863873,21,1,2,0.458970223592556,0
-0.453954060719822,0.161251205575461,22,1,2,0.386953966263572,0
0.0161447509470141,0.7637281579477,23,1,2,2.78894073682783,0
-0.402944735301444,-0.102456524455027,24,1,2,-0.174484814285206,0
-0.121316958985014,0.292942293197541,25,1,2,1.09680772759336,0
0.203706978466603,0.122971564074237,26,1,2,0.77750206108459,0
-0.265810180929247,0.0714900156364948,27,1,2,0.433620530570085,0
-0.90520003474458,-0.180676155996858,28,1,2,-0.903215383723599,0
0.355742922246267,-0.730227586704405,29,1,2,-1.36568115760423,0
0.15538485739055,0.014024062784795,30,1,2,0.591910918020974,0
-0.033714839777849,-0.160282658759032,31,1,2,-0.202256488599377,0
-1.32247310327583,-0.14784533868839,32,1,2,-1.37197530911424,0
0.453819555889314,0.908590723680444,33,1,2,3.65799690830176,0
-0.781989098816188,-0.177179167287283,34,1,2,-0.995190050523419,0
0.290444081213734,-0.201111739286189,35,1,2,0.153143911345626,0
-0.400700481077877,-0.154394023537227,36,1,2,-0.441738310931963,0
0.0830602804024601,-0.764895913851458,37,1,2,-1.76805243749557,0
0.219339231686879,-1.45371962315596,38,1,2,-3.64202149596974,0
0.194407355967994,0.0612283792586985,39,1,2,1.06412689895863,0
0.346479477097054,-0.292587233656661,40,1,2,-0.50753373891231,0
-0.898382855733768,-0.674699014415394,41,1,2,-2.2785489224447,0
-0.957325222102034,0.0624486419355527,42,1,2,-0.344502100356199,0
-0.086465101418377,-0.425722543449483,43,1,2,-0.771858282054009,0
0.180951417496961,0.0179273411430008,44,1,2,0.567461780778138,0
0.677158324158798,-0.518380837008973,45,1,2,-0.397764695947169,0
0.209505439125345,0.681750457592526,46,1,2,2.72850853444926,0
-0.954109993604736,0.661673516189007,47,1,2,1.51456270201166,0
-0.812085301326042,0.239167347802972,48,1,2,0.14127034347729,0
0.110370564818533,0.156418177717586,49,1,2,1.26074350863232,0
0.470400882008664,-0.0426881649772667,50,1,2,0.770653183397787,0
0.310037109414415,0.416755774885203,1,1,3,2.09406645956859,0
0.196584278305365,-0.373740528094052,2,1,3,-0.449366147369333,0
-0.1770461943968,-0.207589512094152,3,1,3,-0.455326281647144,0
0.785527856390064,-0.52265921037661,4,1,3,-0.39409922233324,0
0.0579280353014958,0.420924005499776,5,1,3,1.68879163309685,0
-0.851049153400871,-0.0840238255120708,6,1,3,-0.715255145459086,0
0.291026642784006,-0.930423197813511,7,1,3,-2.1251576217719,0
0.282055606673244,-0.17117889868904,8,1,3,0.117942284079658,0
0.251599233165216,0.409861041892414,9,1,3,1.65909550228053,0
-0.477112854896327,-0.20809810350626,10,1,3,-0.664255454463621,0
0.781141585212239,0.301810985987863,11,1,3,2.08085644595036,0
0.203218849816763,0.505020310192062,12,1,3,2.06727598085566,0
